,sd
17346,"{'JULIAMORGAN|SIGNIFICANTBUILDING|ASILOMARSTATEBEACH', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN', 'JULIAMORGAN|BIRTHPLACE|SANFRANCISCO', 'JULIAMORGAN|SIGNIFICANTPROJECT|HEARSTCASTLE', 'JULIAMORGAN|SIGNIFICANTBUILDING|RIVERSIDEARTMUSEUM'}"
17348,"{'JULIAMORGAN|SIGNIFICANTBUILDING|ASILOMARSTATEBEACH', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN', 'JULIAMORGAN|BIRTHPLACE|SANFRANCISCO', 'JULIAMORGAN|SIGNIFICANTPROJECT|HEARSTCASTLE', 'JULIAMORGAN|SIGNIFICANTBUILDING|RIVERSIDEARTMUSEUM'}"
17352,"{'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES'}"
17354,"{'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES'}"
17356,"{'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES'}"
17374,"{'1634:THERAMREBELLION|PRECEDEDBY|1634:THEGALILEOAFFAIR', '1634:THERAMREBELLION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
17376,"{'1634:THERAMREBELLION|PRECEDEDBY|1634:THEGALILEOAFFAIR', '1634:THERAMREBELLION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
17378,"{'1634:THERAMREBELLION|PRECEDEDBY|1634:THEGALILEOAFFAIR', '1634:THERAMREBELLION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
17450,"{'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES', 'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN'}"
17452,"{'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES', 'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN'}"
17454,"{'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES', 'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN'}"
17710,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHYEAR|1989', 'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|CANADA'}"
17712,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHYEAR|1989', 'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|CANADA'}"
17714,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHYEAR|1989', 'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|CANADA'}"
17722,"{'ASEVEREDWASP|ISBNNUMBER|0-374-26131-8', 'ASEVEREDWASP|MEDIATYPE|PRINT'}"
17724,"{'ASEVEREDWASP|ISBNNUMBER|0-374-26131-8', 'ASEVEREDWASP|MEDIATYPE|PRINT'}"
17726,"{'ASEVEREDWASP|ISBNNUMBER|0-374-26131-8', 'ASEVEREDWASP|MEDIATYPE|PRINT'}"
17844,"{'ATLANTICCITY,NEWJERSEY|AREACODE|609', 'ATLANTICCITY,NEWJERSEY|POPULATIONDENSITY|1421.2(INHABITANTSPERSQUAREKILOMETRE)', 'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)', 'ATLANTICCITY,NEWJERSEY|LEADERTITLE|MAYORSOFATLANTICCITY,NEWJERSEY'}"
17846,"{'ATLANTICCITY,NEWJERSEY|AREACODE|609', 'ATLANTICCITY,NEWJERSEY|POPULATIONDENSITY|1421.2(INHABITANTSPERSQUAREKILOMETRE)', 'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)', 'ATLANTICCITY,NEWJERSEY|LEADERTITLE|MAYORSOFATLANTICCITY,NEWJERSEY'}"
17848,"{'ATLANTICCITY,NEWJERSEY|AREACODE|609', 'ATLANTICCITY,NEWJERSEY|POPULATIONDENSITY|1421.2(INHABITANTSPERSQUAREKILOMETRE)', 'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)', 'ATLANTICCITY,NEWJERSEY|LEADERTITLE|MAYORSOFATLANTICCITY,NEWJERSEY'}"
17882,"{'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|MANUELVALLS', 'FRANCE|LEADERNAME|CLAUDEBARTOLONE'}"
17884,"{'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|MANUELVALLS', 'FRANCE|LEADERNAME|CLAUDEBARTOLONE'}"
17886,"{'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|MANUELVALLS', 'FRANCE|LEADERNAME|CLAUDEBARTOLONE'}"
17920,{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES'}
17922,{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES'}
18068,"{'BANANAMAN|STARRING|JILLSHILLING', 'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|FIRSTAIRED|1983-10-03', 'BANANAMAN|CREATOR|STEVEBRIGHT'}"
18070,"{'BANANAMAN|STARRING|JILLSHILLING', 'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|FIRSTAIRED|1983-10-03', 'BANANAMAN|CREATOR|STEVEBRIGHT'}"
18072,"{'BANANAMAN|STARRING|JILLSHILLING', 'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|FIRSTAIRED|1983-10-03', 'BANANAMAN|CREATOR|STEVEBRIGHT'}"
18152,"{'APRILONEIL|CREATOR|PETERLAIRD', 'PETERLAIRD|NATIONALITY|UNITEDSTATES'}"
18154,"{'APRILONEIL|CREATOR|PETERLAIRD', 'PETERLAIRD|NATIONALITY|UNITEDSTATES'}"
18156,"{'APRILONEIL|CREATOR|PETERLAIRD', 'PETERLAIRD|NATIONALITY|UNITEDSTATES'}"
18170,"{'ST.LOUIS|ISPARTOF|KINGDOMOFFRANCE', 'ELLIOTSEE|DEATHPLACE|ST.LOUIS', 'ELLIOTSEE|DEATHDATE|1966-02-28'}"
18172,"{'ST.LOUIS|ISPARTOF|KINGDOMOFFRANCE', 'ELLIOTSEE|DEATHPLACE|ST.LOUIS', 'ELLIOTSEE|DEATHDATE|1966-02-28'}"
18276,"{'A.S.GUBBIO1910|NUMBEROFMEMBERS|5300', 'A.S.GUBBIO1910|GROUND|GUBBIO'}"
18278,"{'A.S.GUBBIO1910|NUMBEROFMEMBERS|5300', 'A.S.GUBBIO1910|GROUND|GUBBIO'}"
18280,"{'A.S.GUBBIO1910|NUMBEROFMEMBERS|5300', 'A.S.GUBBIO1910|GROUND|GUBBIO'}"
18322,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
18324,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
18326,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
18328,{'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|896.0'}
18338,"{'ROCKMUSIC|STYLISTICORIGIN|COUNTRYMUSIC', 'ALANDERSON(NRBQBAND)|GENRE|ROCKMUSIC', 'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ALANDERSON(NRBQBAND)|INSTRUMENT|GUITAR', 'ALANDERSON(NRBQBAND)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|NRBQ'}"
18340,"{'ROCKMUSIC|STYLISTICORIGIN|COUNTRYMUSIC', 'ALANDERSON(NRBQBAND)|GENRE|ROCKMUSIC', 'ROCKMUSIC|MUSICFUSIONGENRE|BHANGRA(MUSIC)', 'ALANDERSON(NRBQBAND)|INSTRUMENT|GUITAR', 'ALANDERSON(NRBQBAND)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|NRBQ'}"
18424,"{'ANDREWRAYEL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|ARMINVANBUUREN,BOBINA,MARKSIXMA,JONATHANMENDELSOHN,CHRISTIANBURNS,JWAYDAN,ALEXANDERPOPOV,JANO,ALEXANDREBERGHEAU,JONNYROSE,SYLVIATOSUN,LIRAYIN,ALEXANDRABADOI', 'ANDREWRAYEL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BOBINA', 'TRANCEMUSIC|STYLISTICORIGIN|POPMUSIC', 'ANDREWRAYEL|GENRE|TRANCEMUSIC', 'ANDREWRAYEL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|ARMINVANBUUREN'}"
18426,"{'ANDREWRAYEL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|ARMINVANBUUREN,BOBINA,MARKSIXMA,JONATHANMENDELSOHN,CHRISTIANBURNS,JWAYDAN,ALEXANDERPOPOV,JANO,ALEXANDREBERGHEAU,JONNYROSE,SYLVIATOSUN,LIRAYIN,ALEXANDRABADOI', 'ANDREWRAYEL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BOBINA', 'TRANCEMUSIC|STYLISTICORIGIN|POPMUSIC', 'ANDREWRAYEL|GENRE|TRANCEMUSIC', 'ANDREWRAYEL|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|ARMINVANBUUREN'}"
18442,"{'JORGEHUMBERTORODRIGUEZ|CLUB|FCDALLAS', 'A.D.ISIDROMETAPAN|MANAGER|JORGEHUMBERTORODRIGUEZ'}"
18444,"{'JORGEHUMBERTORODRIGUEZ|CLUB|FCDALLAS', 'A.D.ISIDROMETAPAN|MANAGER|JORGEHUMBERTORODRIGUEZ'}"
18458,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'ANGOLA,INDIANA|ISPARTOF|PLEASANTTOWNSHIP,STEUBENCOUNTY,INDIANA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
18460,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'ANGOLA,INDIANA|ISPARTOF|PLEASANTTOWNSHIP,STEUBENCOUNTY,INDIANA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
18462,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'ANGOLA,INDIANA|ISPARTOF|PLEASANTTOWNSHIP,STEUBENCOUNTY,INDIANA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
18492,{'AKEEMDENT|FORMERTEAM|ATLANTAFALCONS'}
18494,{'AKEEMDENT|FORMERTEAM|ATLANTAFALCONS'}
18540,"{'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART', 'BAKEWELLPUDDING|MAININGREDIENTS|GROUNDALMOND,JAM,BUTTER,EGGS', 'BAKEWELLPUDDING|REGION|DERBYSHIREDALES'}"
18542,"{'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART', 'BAKEWELLPUDDING|MAININGREDIENTS|GROUNDALMOND,JAM,BUTTER,EGGS', 'BAKEWELLPUDDING|REGION|DERBYSHIREDALES'}"
18544,"{'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART', 'BAKEWELLPUDDING|MAININGREDIENTS|GROUNDALMOND,JAM,BUTTER,EGGS', 'BAKEWELLPUDDING|REGION|DERBYSHIREDALES'}"
18560,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSNORTH|CUMBERLANDCOUNTY,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|ADAMSCOUNTY,PENNSYLVANIA', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHWEST|FREDERICKCOUNTY,MARYLAND', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSWEST|FRANKLINCOUNTY,PENNSYLVANIA'}"
18562,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSNORTH|CUMBERLANDCOUNTY,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|ADAMSCOUNTY,PENNSYLVANIA', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHWEST|FREDERICKCOUNTY,MARYLAND', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSWEST|FRANKLINCOUNTY,PENNSYLVANIA'}"
18838,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0', '109FELICITAS|ORBITALPERIOD|139705000.0', '109FELICITAS|ESCAPEVELOCITY|0.0473(KILOMETREPERSECONDS)'}"
18840,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0', '109FELICITAS|ORBITALPERIOD|139705000.0', '109FELICITAS|ESCAPEVELOCITY|0.0473(KILOMETREPERSECONDS)'}"
18842,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0', '109FELICITAS|ORBITALPERIOD|139705000.0', '109FELICITAS|ESCAPEVELOCITY|0.0473(KILOMETREPERSECONDS)'}"
18856,"{'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TABBENOIT', 'ANDERSOSBORNE|GENRE|BLUES', 'ANDERSOSBORNE|ACTIVEYEARSSTARTYEAR|1989', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BILLYIUSO', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|GALACTIC'}"
18858,"{'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TABBENOIT', 'ANDERSOSBORNE|GENRE|BLUES', 'ANDERSOSBORNE|ACTIVEYEARSSTARTYEAR|1989', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BILLYIUSO', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|GALACTIC'}"
18860,"{'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|TABBENOIT', 'ANDERSOSBORNE|GENRE|BLUES', 'ANDERSOSBORNE|ACTIVEYEARSSTARTYEAR|1989', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|BILLYIUSO', 'ANDERSOSBORNE|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|GALACTIC'}"
18884,"{'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'DELTAII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'ANTARES(ROCKET)|COMPARABLE|DELTAII'}"
18886,"{'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'DELTAII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'ANTARES(ROCKET)|COMPARABLE|DELTAII'}"
18888,"{'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'DELTAII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'ANTARES(ROCKET)|COMPARABLE|DELTAII'}"
18960,"{'ADENANSATEM|BIRTHPLACE|JAPANESEOCCUPATIONOFBRITISHBORNEO', 'ABDULTAIBMAHMUD|SUCCESSOR|ADENANSATEM', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK'}"
18962,"{'ADENANSATEM|BIRTHPLACE|JAPANESEOCCUPATIONOFBRITISHBORNEO', 'ABDULTAIBMAHMUD|SUCCESSOR|ADENANSATEM', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK'}"
18964,"{'ADENANSATEM|BIRTHPLACE|JAPANESEOCCUPATIONOFBRITISHBORNEO', 'ABDULTAIBMAHMUD|SUCCESSOR|ADENANSATEM', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK'}"
19092,"{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
19094,"{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
19096,"{'AKEEMPRIESTLEY|CLUB|CONNECTICUTHUSKIES', 'AKEEMPRIESTLEY|CLUB|SHEIKHRUSSELKC'}"
19102,"{'ITALY|LEADER|PIETROGRASSO', 'ITALY|DEMONYM|ITALIANS', 'ITALY|LANGUAGE|ITALIANLANGUAGE', 'ITALY|CAPITAL|ROME', 'A.S.GUBBIO1910|GROUND|ITALY'}"
19104,"{'ITALY|LEADER|PIETROGRASSO', 'ITALY|DEMONYM|ITALIANS', 'ITALY|LANGUAGE|ITALIANLANGUAGE', 'ITALY|CAPITAL|ROME', 'A.S.GUBBIO1910|GROUND|ITALY'}"
19106,"{'ITALY|LEADER|PIETROGRASSO', 'ITALY|DEMONYM|ITALIANS', 'ITALY|LANGUAGE|ITALIANLANGUAGE', 'ITALY|CAPITAL|ROME', 'A.S.GUBBIO1910|GROUND|ITALY'}"
19288,"{'AIPADVANCES|EISSNNUMBER|2158', 'AIPADVANCES|ABBREVIATION|AIPADV.'}"
19290,"{'AIPADVANCES|EISSNNUMBER|2158', 'AIPADVANCES|ABBREVIATION|AIPADV.'}"
19292,"{'AIPADVANCES|EISSNNUMBER|2158', 'AIPADVANCES|ABBREVIATION|AIPADV.'}"
19326,{'MENDRISIO|NEIGHBORINGMUNICIPALITY|MERIDE'}
19328,{'MENDRISIO|NEIGHBORINGMUNICIPALITY|MERIDE'}
19408,"{'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
19410,"{'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
19446,"{'INDIANA|COUNTRY|UNITEDSTATES', 'ALEXANDRIA,INDIANA|ISPARTOF|INDIANA', 'ALEXANDRIA,INDIANA|ISPARTOF|MADISONCOUNTY,INDIANA', 'INDIANA|LANGUAGE|ENGLISHAMERICANS', 'INDIANA|CAPITAL|INDIANAPOLIS'}"
19448,"{'INDIANA|COUNTRY|UNITEDSTATES', 'ALEXANDRIA,INDIANA|ISPARTOF|INDIANA', 'ALEXANDRIA,INDIANA|ISPARTOF|MADISONCOUNTY,INDIANA', 'INDIANA|LANGUAGE|ENGLISHAMERICANS', 'INDIANA|CAPITAL|INDIANAPOLIS'}"
19450,"{'INDIANA|COUNTRY|UNITEDSTATES', 'ALEXANDRIA,INDIANA|ISPARTOF|INDIANA', 'ALEXANDRIA,INDIANA|ISPARTOF|MADISONCOUNTY,INDIANA', 'INDIANA|LANGUAGE|ENGLISHAMERICANS', 'INDIANA|CAPITAL|INDIANAPOLIS'}"
19544,"{'ALFREDOZITARROSA|BACKGROUND|SOLOSINGER', 'ALFREDOZITARROSA|GENRE|MILONGA(MUSIC)'}"
19546,"{'ALFREDOZITARROSA|BACKGROUND|SOLOSINGER', 'ALFREDOZITARROSA|GENRE|MILONGA(MUSIC)'}"
19548,"{'ALFREDOZITARROSA|BACKGROUND|SOLOSINGER', 'ALFREDOZITARROSA|GENRE|MILONGA(MUSIC)'}"
19586,"{'ASEVEREDWASP|COUNTRY|UNITEDSTATES', 'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
19588,"{'ASEVEREDWASP|COUNTRY|UNITEDSTATES', 'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
19590,"{'ASEVEREDWASP|COUNTRY|UNITEDSTATES', 'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
19660,"{'AEKATHENSF.C.|NUMBEROFMEMBERS|69618', 'AEKATHENSF.C.|GROUND|GREECE'}"
19662,"{'AEKATHENSF.C.|NUMBEROFMEMBERS|69618', 'AEKATHENSF.C.|GROUND|GREECE'}"
19664,"{'AEKATHENSF.C.|NUMBEROFMEMBERS|69618', 'AEKATHENSF.C.|GROUND|GREECE'}"
19788,{'INDIA|LEADERNAME|SUMITRAMAHAJAN'}
19790,{'INDIA|LEADERNAME|SUMITRAMAHAJAN'}
19798,"{'ALFREDN.PHILLIPS|BIRTHPLACE|DARIEN,CONNECTICUT'}"
19800,"{'ALFREDN.PHILLIPS|BIRTHPLACE|DARIEN,CONNECTICUT'}"
19802,"{'ALFREDN.PHILLIPS|BIRTHPLACE|DARIEN,CONNECTICUT'}"
19858,{'UNITEDSTATESARMY|BATTLES|SPANISH-AMERICANWAR'}
19880,"{'AMCMATADOR|MANUFACTURER|AMERICANMOTORS', 'AMERICANMOTORS|SUCCESSOR|EAGLE(AUTOMOBILE)'}"
19882,"{'AMCMATADOR|MANUFACTURER|AMERICANMOTORS', 'AMERICANMOTORS|SUCCESSOR|EAGLE(AUTOMOBILE)'}"
19884,"{'AMCMATADOR|MANUFACTURER|AMERICANMOTORS', 'AMERICANMOTORS|SUCCESSOR|EAGLE(AUTOMOBILE)'}"
19888,"{'ASILOMARCONFERENCEGROUNDS|LOCATION|ASILOMARBLVD.,PACIFICGROVE,CALIFORNIA', 'ASILOMARCONFERENCEGROUNDS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1987-02-27', 'ASILOMARCONFERENCEGROUNDS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|87000823'}"
19890,"{'ASILOMARCONFERENCEGROUNDS|LOCATION|ASILOMARBLVD.,PACIFICGROVE,CALIFORNIA', 'ASILOMARCONFERENCEGROUNDS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1987-02-27', 'ASILOMARCONFERENCEGROUNDS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|87000823'}"
19906,"{'AZERBAIJAN|CAPITAL|BAKU', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN'}"
19908,"{'AZERBAIJAN|CAPITAL|BAKU', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN'}"
19910,"{'AZERBAIJAN|CAPITAL|BAKU', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN'}"
20012,"{'AARONS.DAGGETT|BATTLES|BATTLEOFTHEWILDERNESS', 'BATTLEOFTHEWILDERNESS|ISPARTOFMILITARYCONFLICT|AMERICANCIVILWAR', 'AMERICANCIVILWAR|COMMANDER|JEFFERSONDAVIS'}"
20014,"{'AARONS.DAGGETT|BATTLES|BATTLEOFTHEWILDERNESS', 'BATTLEOFTHEWILDERNESS|ISPARTOFMILITARYCONFLICT|AMERICANCIVILWAR', 'AMERICANCIVILWAR|COMMANDER|JEFFERSONDAVIS'}"
