,sd
39950,"{'ARLINGTON,TEXAS|ELEVATIONABOVETHESEALEVEL|184.0', 'ARLINGTON,TEXAS|AREATOTAL|258.2(SQUAREKILOMETRES)'}"
39951,"{'TEXAS|COUNTRY|UNITEDSTATES', 'ARLINGTON,TEXAS|ISPARTOF|TEXAS'}"
39952,"{'TEXAS|COUNTRY|UNITEDSTATES', 'ARLINGTON,TEXAS|ISPARTOF|TEXAS'}"
39953,"{'TEXAS|COUNTRY|UNITEDSTATES', 'ARLINGTON,TEXAS|ISPARTOF|TEXAS'}"
39954,"{'ATLANTA|ISPARTOF|GEORGIA', 'ATLANTA|COUNTRY|UNITEDSTATES'}"
39955,"{'ATLANTA|ISPARTOF|GEORGIA', 'ATLANTA|COUNTRY|UNITEDSTATES'}"
39956,"{'ATLANTA|ISPARTOF|GEORGIA', 'ATLANTA|COUNTRY|UNITEDSTATES'}"
39957,"{'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITY,NEWJERSEY|ISPARTOF|ATLANTICCOUNTY,NEWJERSEY'}"
39958,"{'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITY,NEWJERSEY|ISPARTOF|ATLANTICCOUNTY,NEWJERSEY'}"
39959,"{'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39960,"{'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39961,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|ATLANTICCOUNTY,NEWJERSEY', 'ATLANTICCOUNTY,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
39962,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|ATLANTICCOUNTY,NEWJERSEY', 'ATLANTICCOUNTY,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
39963,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|ATLANTICCOUNTY,NEWJERSEY', 'ATLANTICCOUNTY,NEWJERSEY|COUNTRY|UNITEDSTATES'}"
39964,"{'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)', 'ATLANTICCITY,NEWJERSEY|POPULATIONDENSITY|1421.2(INHABITANTSPERSQUAREKILOMETRE)'}"
39965,"{'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)', 'ATLANTICCITY,NEWJERSEY|POPULATIONDENSITY|1421.2(INHABITANTSPERSQUAREKILOMETRE)'}"
39966,"{'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)', 'ATLANTICCITY,NEWJERSEY|POPULATIONDENSITY|1421.2(INHABITANTSPERSQUAREKILOMETRE)'}"
39967,"{'AUBURN,WASHINGTON|ISPARTOF|PIERCECOUNTY,WASHINGTON', 'PIERCECOUNTY,WASHINGTON|COUNTRY|UNITEDSTATES'}"
39968,"{'AUBURN,WASHINGTON|ISPARTOF|PIERCECOUNTY,WASHINGTON', 'PIERCECOUNTY,WASHINGTON|COUNTRY|UNITEDSTATES'}"
39969,"{'AUBURN,WASHINGTON|ISPARTOF|PIERCECOUNTY,WASHINGTON', 'PIERCECOUNTY,WASHINGTON|COUNTRY|UNITEDSTATES'}"
39970,"{'ALBANY,OREGON|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39971,"{'ALBANY,OREGON|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39972,"{'ALBANY,OREGON|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39973,"{'AMARILLO,TEXAS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39974,"{'AMARILLO,TEXAS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39975,"{'AMARILLO,TEXAS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
39976,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
39977,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
39978,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
39979,"{'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
39980,"{'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
39981,"{'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
39982,"{'AUBURN,ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
39983,"{'AUBURN,ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
39984,"{'AUBURN,ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
39985,"{'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
39986,"{'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
39987,"{'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
39988,"{'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES'}"
39989,"{'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES'}"
39990,"{'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES'}"
39991,"{'APRILONEIL|CREATOR|PETERLAIRD', 'PETERLAIRD|NATIONALITY|UNITEDSTATES'}"
39992,"{'APRILONEIL|CREATOR|PETERLAIRD', 'PETERLAIRD|NATIONALITY|UNITEDSTATES'}"
39993,"{'APRILONEIL|CREATOR|PETERLAIRD', 'PETERLAIRD|NATIONALITY|UNITEDSTATES'}"
39994,"{'BANANAMAN|STARRING|JILLSHILLING', 'BANANAMAN|BROADCASTEDBY|BBC'}"
39995,"{'BANANAMAN|STARRING|JILLSHILLING', 'BANANAMAN|BROADCASTEDBY|BBC'}"
39996,"{'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|STARRING|GRAEMEGARDEN'}"
39997,"{'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|STARRING|GRAEMEGARDEN'}"
39998,"{'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|STARRING|GRAEMEGARDEN'}"
39999,"{'TIMBROOKE-TAYLOR|BIRTHPLACE|DERBYSHIRE', 'BANANAMAN|STARRING|TIMBROOKE-TAYLOR'}"
40000,"{'TIMBROOKE-TAYLOR|BIRTHPLACE|DERBYSHIRE', 'BANANAMAN|STARRING|TIMBROOKE-TAYLOR'}"
40001,"{'BAYMAX|FIRSTAPPEARANCEINFILM|BIGHERO6(FILM)', 'BIGHERO6(FILM)|STARRING|ALANTUDYK'}"
40002,"{'BAYMAX|FIRSTAPPEARANCEINFILM|BIGHERO6(FILM)', 'BIGHERO6(FILM)|STARRING|ALANTUDYK'}"
40003,"{'BAYMAX|FIRSTAPPEARANCEINFILM|BIGHERO6(FILM)', 'BIGHERO6(FILM)|STARRING|SCOTTADSIT'}"
40004,"{'BAYMAX|FIRSTAPPEARANCEINFILM|BIGHERO6(FILM)', 'BIGHERO6(FILM)|STARRING|SCOTTADSIT'}"
40005,"{'BAYMAX|FIRSTAPPEARANCEINFILM|BIGHERO6(FILM)', 'BIGHERO6(FILM)|STARRING|SCOTTADSIT'}"
40006,"{'BAYMAX|CREATOR|STEVENT.SEAGLE', 'BAYMAX|SERIES|BIGHERO6(FILM)'}"
40007,"{'BAYMAX|CREATOR|STEVENT.SEAGLE', 'BAYMAX|SERIES|BIGHERO6(FILM)'}"
40008,"{'BAYMAX|CREATOR|STEVENT.SEAGLE', 'BAYMAX|SERIES|BIGHERO6(FILM)'}"
40009,"{'BENURICH|FULLNAME|BENJAMINURICH', 'BENURICH|CREATOR|ROGERMCKENZIE(COMICBOOKWRITER)'}"
40010,"{'BENURICH|FULLNAME|BENJAMINURICH', 'BENURICH|CREATOR|ROGERMCKENZIE(COMICBOOKWRITER)'}"
40011,"{'BENURICH|FULLNAME|BENJAMINURICH', 'BENURICH|CREATOR|ROGERMCKENZIE(COMICBOOKWRITER)'}"
40012,"{'BIBBOBIBBOWSKI|CREATOR|JERRYORDWAY', 'BIBBOBIBBOWSKI|CREATOR|MARVWOLFMAN'}"
40013,"{'BIBBOBIBBOWSKI|CREATOR|JERRYORDWAY', 'BIBBOBIBBOWSKI|CREATOR|MARVWOLFMAN'}"
40014,"{'BIBBOBIBBOWSKI|CREATOR|JERRYORDWAY', 'BIBBOBIBBOWSKI|CREATOR|MARVWOLFMAN'}"
40015,"{'BIBBOBIBBOWSKI|FULLNAME|BOBIBBOWSKI', 'BIBBOBIBBOWSKI|CREATOR|MARVWOLFMAN'}"
40016,"{'BIBBOBIBBOWSKI|FULLNAME|BOBIBBOWSKI', 'BIBBOBIBBOWSKI|CREATOR|MARVWOLFMAN'}"
40017,"{'AMATRICIANASAUCE|COUNTRY|ITALY', 'AMATRICIANASAUCE|INGREDIENT|TOMATO'}"
40018,"{'AMATRICIANASAUCE|COUNTRY|ITALY', 'AMATRICIANASAUCE|INGREDIENT|TOMATO'}"
40019,"{'INDONESIA|LEADERNAME|JUSUFKALLA', 'AREM-AREM|COUNTRY|INDONESIA'}"
40020,"{'INDONESIA|LEADERNAME|JUSUFKALLA', 'AREM-AREM|COUNTRY|INDONESIA'}"
40021,"{'INDONESIA|LEADERNAME|JUSUFKALLA', 'AREM-AREM|COUNTRY|INDONESIA'}"
40022,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|LANGUAGE|ITALIANLANGUAGE'}"
40023,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|LANGUAGE|ITALIANLANGUAGE'}"
40024,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|LANGUAGE|ITALIANLANGUAGE'}"
40025,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|LEADERNAME|SERGIOMATTARELLA'}"
40026,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|LEADERNAME|SERGIOMATTARELLA'}"
40027,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|LEADERNAME|SERGIOMATTARELLA'}"
40028,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ARRABBIATASAUCE|INGREDIENT|CHILIPEPPER'}"
40029,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ARRABBIATASAUCE|INGREDIENT|CHILIPEPPER'}"
40030,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ARRABBIATASAUCE|INGREDIENT|CHILIPEPPER'}"
40031,"{'ARROSNEGRE|REGION|VALENCIANCOMMUNITY', 'ARROSNEGRE|COUNTRY|SPAIN'}"
40032,"{'ARROSNEGRE|REGION|VALENCIANCOMMUNITY', 'ARROSNEGRE|COUNTRY|SPAIN'}"
40033,"{'ARROSNEGRE|REGION|VALENCIANCOMMUNITY', 'ARROSNEGRE|COUNTRY|SPAIN'}"
40034,"{'ASAMPEDAS|COUNTRY|INDONESIA', 'ASAMPEDAS|MAININGREDIENTS|FISHCOOKEDINSOURANDHOTSAUCE'}"
40035,"{'ASAMPEDAS|COUNTRY|INDONESIA', 'ASAMPEDAS|MAININGREDIENTS|FISHCOOKEDINSOURANDHOTSAUCE'}"
40036,"{'ASAMPEDAS|COUNTRY|INDONESIA', 'ASAMPEDAS|MAININGREDIENTS|FISHCOOKEDINSOURANDHOTSAUCE'}"
40037,"{'AYAMPENYET|COUNTRY|INDONESIA', 'AYAMPENYET|REGION|MALAYSIA'}"
40038,"{'AYAMPENYET|COUNTRY|INDONESIA', 'AYAMPENYET|REGION|MALAYSIA'}"
40039,"{'AYAMPENYET|COUNTRY|INDONESIA', 'AYAMPENYET|REGION|MALAYSIA'}"
40040,"{'BACONSANDWICH|DISHVARIATION|BLT', 'BLT|DISHVARIATION|CLUBSANDWICH'}"
40041,"{'BACONSANDWICH|DISHVARIATION|BLT', 'BLT|DISHVARIATION|CLUBSANDWICH'}"
40042,"{'BACONSANDWICH|DISHVARIATION|BLT', 'BLT|DISHVARIATION|CLUBSANDWICH'}"
40043,"{'BACONEXPLOSION|MAININGREDIENTS|BACON', 'BACONEXPLOSION|INGREDIENT|SAUSAGE'}"
40044,"{'BACONEXPLOSION|MAININGREDIENTS|BACON', 'BACONEXPLOSION|INGREDIENT|SAUSAGE'}"
40045,"{'BACONSANDWICH|INGREDIENT|BACON', 'BACONSANDWICH|ALTERNATIVENAME|BACONBUTTY,BACONSARNIE,RASHERSANDWICH,BACONSANGER,PIECENBACON,BACONCOB,BACONBARM,BACONMUFFIN'}"
40046,"{'BACONSANDWICH|INGREDIENT|BACON', 'BACONSANDWICH|ALTERNATIVENAME|BACONBUTTY,BACONSARNIE,RASHERSANDWICH,BACONSANGER,PIECENBACON,BACONCOB,BACONBARM,BACONMUFFIN'}"
40047,"{'BACONSANDWICH|DISHVARIATION|BLT', 'BACONSANDWICH|INGREDIENT|BREAD'}"
40048,"{'BACONSANDWICH|DISHVARIATION|BLT', 'BACONSANDWICH|INGREDIENT|BREAD'}"
40049,"{'BACONSANDWICH|DISHVARIATION|BLT', 'BACONSANDWICH|INGREDIENT|BREAD'}"
40050,"{'BAKEDALASKA|COUNTRY|FRANCE', 'BAKEDALASKA|INGREDIENT|SPONGECAKE'}"
40051,"{'BAKEDALASKA|COUNTRY|FRANCE', 'BAKEDALASKA|INGREDIENT|SPONGECAKE'}"
40052,"{'BAKEDALASKA|COUNTRY|FRANCE', 'BAKEDALASKA|INGREDIENT|SPONGECAKE'}"
40053,"{'BAKEDALASKA|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|MANUELVALLS'}"
40054,"{'BAKEDALASKA|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|MANUELVALLS'}"
40055,"{'BAKEDALASKA|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|MANUELVALLS'}"
40056,"{'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|MERINGUE'}"
40057,"{'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|MERINGUE'}"
40058,"{'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|MERINGUE'}"
40059,"{'BAKEWELLTART|INGREDIENT|FRUITPRESERVES', 'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART'}"
40060,"{'BAKEWELLTART|INGREDIENT|FRUITPRESERVES', 'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART'}"
40061,"{'BAKEWELLTART|INGREDIENT|FRUITPRESERVES', 'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART'}"
40062,"{'BAKSO|COUNTRY|INDONESIA', 'BAKSO|INGREDIENT|VERMICELLI'}"
40063,"{'BAKSO|COUNTRY|INDONESIA', 'BAKSO|INGREDIENT|VERMICELLI'}"
40064,"{'BAKSO|COUNTRY|INDONESIA', 'BAKSO|INGREDIENT|VERMICELLI'}"
40065,"{'BAKSO|INGREDIENT|CELERY', 'CELERY|FAMILY|APIACEAE'}"
40066,"{'BAKSO|INGREDIENT|CELERY', 'CELERY|FAMILY|APIACEAE'}"
40067,"{'BAKSO|INGREDIENT|CELERY', 'CELERY|FAMILY|APIACEAE'}"
40068,"{'BANDEJAPAISA|INGREDIENT|CHICHARRON', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}"
40069,"{'BANDEJAPAISA|INGREDIENT|CHICHARRON', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}"
40070,"{'BANDEJAPAISA|INGREDIENT|CHICHARRON', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}"
40071,"{'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|CLAUDEBARTOLONE'}"
40072,"{'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|CLAUDEBARTOLONE'}"
40073,"{'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|CLAUDEBARTOLONE'}"
40074,"{'BATAGOR|INGREDIENT|PEANUTSAUCE', 'BATAGOR|COUNTRY|INDONESIA'}"
40075,"{'BATAGOR|INGREDIENT|PEANUTSAUCE', 'BATAGOR|COUNTRY|INDONESIA'}"
40076,"{'BATAGOR|INGREDIENT|PEANUTSAUCE', 'BATAGOR|COUNTRY|INDONESIA'}"
40077,"{'BATAGOR|INGREDIENT|PEANUTSAUCE', 'BATAGOR|DISHVARIATION|SIOMAY'}"
40078,"{'BATAGOR|INGREDIENT|PEANUTSAUCE', 'BATAGOR|DISHVARIATION|SIOMAY'}"
40079,"{'BATAGOR|INGREDIENT|PEANUTSAUCE', 'BATAGOR|DISHVARIATION|SIOMAY'}"
40080,"{'BEEFKWAYTEOW|INGREDIENT|PALMSUGAR', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE'}"
40081,"{'BEEFKWAYTEOW|INGREDIENT|PALMSUGAR', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE'}"
40082,"{'BEEFKWAYTEOW|INGREDIENT|PALMSUGAR', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE'}"
40083,"{'SINGAPORE|LEADERNAME|HALIMAHYACOB', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE'}"
40084,"{'SINGAPORE|LEADERNAME|HALIMAHYACOB', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE'}"
40085,"{'SINGAPORE|LEADERNAME|HALIMAHYACOB', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE'}"
40086,"{'BEEFKWAYTEOW|MAININGREDIENTS|KWAYTEOW,BEEFTENDERLOIN,GULAMELAKA,SLICED,DRIEDBLACKBEANS,GARLIC,DARKSOYSAUCE,LENGKUAS,OYSTERSAUCE,SOYASAUCE,CHILLIANDSESAMEOIL', 'BEEFKWAYTEOW|COUNTRY|SINGAPOREANDINDONESIA'}"
40087,"{'BEEFKWAYTEOW|MAININGREDIENTS|KWAYTEOW,BEEFTENDERLOIN,GULAMELAKA,SLICED,DRIEDBLACKBEANS,GARLIC,DARKSOYSAUCE,LENGKUAS,OYSTERSAUCE,SOYASAUCE,CHILLIANDSESAMEOIL', 'BEEFKWAYTEOW|COUNTRY|SINGAPOREANDINDONESIA'}"
40088,"{'BEEFKWAYTEOW|MAININGREDIENTS|KWAYTEOW,BEEFTENDERLOIN,GULAMELAKA,SLICED,DRIEDBLACKBEANS,GARLIC,DARKSOYSAUCE,LENGKUAS,OYSTERSAUCE,SOYASAUCE,CHILLIANDSESAMEOIL', 'BEEFKWAYTEOW|COUNTRY|SINGAPOREANDINDONESIA'}"
40089,"{'INDIA|DEMONYM|INDIANPEOPLE', 'BHAJJI|COUNTRY|INDIA'}"
40090,"{'INDIA|DEMONYM|INDIANPEOPLE', 'BHAJJI|COUNTRY|INDIA'}"
40091,"{'INDIA|DEMONYM|INDIANPEOPLE', 'BHAJJI|COUNTRY|INDIA'}"
40092,"{'INDIA|LEADERNAME|T.S.THAKUR', 'BHAJJI|COUNTRY|INDIA'}"
40093,"{'INDIA|LEADERNAME|T.S.THAKUR', 'BHAJJI|COUNTRY|INDIA'}"
40094,"{'INDIA|LEADERNAME|T.S.THAKUR', 'BHAJJI|COUNTRY|INDIA'}"
40095,"{'BINIGNIT|COUNTRY|PHILIPPINES', 'PHILIPPINES|ETHNICGROUP|IGOROTPEOPLE'}"
40096,"{'BINIGNIT|COUNTRY|PHILIPPINES', 'PHILIPPINES|ETHNICGROUP|IGOROTPEOPLE'}"
40097,"{'BINIGNIT|COUNTRY|PHILIPPINES', 'PHILIPPINES|ETHNICGROUP|IGOROTPEOPLE'}"
40098,"{'BINIGNIT|MAININGREDIENTS|BANANA', 'BINIGNIT|COUNTRY|PHILIPPINES'}"
40099,"{'BINIGNIT|MAININGREDIENTS|BANANA', 'BINIGNIT|COUNTRY|PHILIPPINES'}"
40100,"{'BINIGNIT|MAININGREDIENTS|BANANA', 'BINIGNIT|COUNTRY|PHILIPPINES'}"
40101,"{'BINIGNIT|INGREDIENT|BANANA', 'BINIGNIT|MAININGREDIENTS|SWEETPOTATO'}"
40102,"{'BINIGNIT|INGREDIENT|BANANA', 'BINIGNIT|MAININGREDIENTS|SWEETPOTATO'}"
40103,"{'BINIGNIT|INGREDIENT|BANANA', 'BINIGNIT|MAININGREDIENTS|SWEETPOTATO'}"
40104,"{'BIONICO|COUNTRY|MEXICO', 'MEXICO|LEADERNAME|ENRIQUEPENANIETO'}"
40105,"{'BIONICO|COUNTRY|MEXICO', 'MEXICO|LEADERNAME|ENRIQUEPENANIETO'}"
40106,"{'BIONICO|COUNTRY|MEXICO', 'MEXICO|LEADERNAME|ENRIQUEPENANIETO'}"
40107,"{'BIONICO|REGION|GUADALAJARA', 'BIONICO|INGREDIENT|GRANOLA'}"
40108,"{'BIONICO|REGION|GUADALAJARA', 'BIONICO|INGREDIENT|GRANOLA'}"
40109,"{'BIONICO|REGION|GUADALAJARA', 'BIONICO|INGREDIENT|GRANOLA'}"
40110,"{'DESSERT|DISHVARIATION|CAKE', 'BIONICO|COURSE|DESSERT'}"
40111,"{'DESSERT|DISHVARIATION|CAKE', 'BIONICO|COURSE|DESSERT'}"
40112,"{'DESSERT|DISHVARIATION|CAKE', 'BIONICO|COURSE|DESSERT'}"
40113,"{'BAKSO|COUNTRY|INDONESIA', 'INDONESIA|LEADERNAME|JOKOWIDODO'}"
40114,"{'BAKSO|COUNTRY|INDONESIA', 'INDONESIA|LEADERNAME|JOKOWIDODO'}"
40115,"{'BATAGOR|DISHVARIATION|SHUMAI', 'SHUMAI|INGREDIENT|SHIITAKE'}"
40116,"{'BATAGOR|DISHVARIATION|SHUMAI', 'SHUMAI|INGREDIENT|SHIITAKE'}"
40117,"{'BATAGOR|DISHVARIATION|SHUMAI', 'SHUMAI|INGREDIENT|SHIITAKE'}"
40118,"{'A-ROSALUNA|SHIPORDERED|2004-01-22', 'A-ROSALUNA|LENGTH|125800.0(MILLIMETRES)'}"
40119,"{'A-ROSALUNA|SHIPORDERED|2004-01-22', 'A-ROSALUNA|LENGTH|125800.0(MILLIMETRES)'}"
40120,"{'A-ROSALUNA|SHIPORDERED|2004-01-22', 'A-ROSALUNA|LENGTH|125800.0(MILLIMETRES)'}"
40121,"{'AIDASTELLA|OPERATOR|AIDACRUISES', 'AIDACRUISES|LOCATION|GERMANY'}"
40122,"{'AIDASTELLA|OPERATOR|AIDACRUISES', 'AIDACRUISES|LOCATION|GERMANY'}"
40123,"{'AIDASTELLA|OPERATOR|AIDACRUISES', 'AIDACRUISES|LOCATION|GERMANY'}"
40124,"{'AIDALUNA|TOPSPEED|40.744', 'AIDALUNA|LENGTH|252000.0(MILLIMETRES)'}"
40125,"{'AIDALUNA|TOPSPEED|40.744', 'AIDALUNA|LENGTH|252000.0(MILLIMETRES)'}"
40126,"{'AIDALUNA|TOPSPEED|40.744', 'AIDALUNA|LENGTH|252000.0(MILLIMETRES)'}"
40127,"{'ALCORS-3|BUILDER|MONTREALLOCOMOTIVEWORKS', 'ALCORS-3|POWERTYPE|DIESEL-ELECTRICTRANSMISSION'}"
40128,"{'ALCORS-3|BUILDER|MONTREALLOCOMOTIVEWORKS', 'ALCORS-3|POWERTYPE|DIESEL-ELECTRICTRANSMISSION'}"
40129,"{'ALCORS-3|BUILDER|MONTREALLOCOMOTIVEWORKS', 'ALCORS-3|POWERTYPE|DIESEL-ELECTRICTRANSMISSION'}"
40130,"{'ALVX-1|ROCKETSTAGES|2', 'ALVX-1|DIAMETER|1.524(METRES)'}"
40131,"{'ALVX-1|ROCKETSTAGES|2', 'ALVX-1|DIAMETER|1.524(METRES)'}"
40132,"{'AMCMATADOR|ASSEMBLY|KENOSHA,WISCONSIN', 'AMCMATADOR|MODELYEARS|1974'}"
40133,"{'AMCMATADOR|ASSEMBLY|KENOSHA,WISCONSIN', 'AMCMATADOR|MODELYEARS|1974'}"
40134,"{'AMCMATADOR|ASSEMBLY|KENOSHA,WISCONSIN', 'AMCMATADOR|MODELYEARS|1974'}"
40135,"{'ALFAROMEO164|ASSEMBLY|MILAN', 'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|SAAB9000'}"
40136,"{'ALFAROMEO164|ASSEMBLY|MILAN', 'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|SAAB9000'}"
40137,"{'ALFAROMEO164|ASSEMBLY|MILAN', 'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|SAAB9000'}"
40138,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
40139,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
40140,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
40141,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|LANCIATHEMA', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
40142,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|LANCIATHEMA', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
40143,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|LANCIATHEMA', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
40144,"{'ALVISSPEED25|MANUFACTURER|ALVISCARANDENGINEERINGCOMPANY', 'ALVISCARANDENGINEERINGCOMPANY|LOCATIONCITY|COVENTRY'}"
40145,"{'ALVISSPEED25|MANUFACTURER|ALVISCARANDENGINEERINGCOMPANY', 'ALVISCARANDENGINEERINGCOMPANY|LOCATIONCITY|COVENTRY'}"
40146,"{'ALVISSPEED25|MANUFACTURER|ALVISCARANDENGINEERINGCOMPANY', 'ALVISCARANDENGINEERINGCOMPANY|LOCATIONCITY|COVENTRY'}"
40147,"{'ALVISSPEED25|TRANSMISSION|SINGLEPLATECLUTCH,SEPARATE4-SPEEDGEARBOXALL-SILENTANDALL-SYNCROMESH,CENTRECHANGELEVER,OPENTUBULARPROPELLORSHAFTWITHMETALJOINTS,SPIRALBEVELFULLYFLOATINGBACKAXLE', 'ALVISSPEED25|ENGINE|STRAIGHT-SIXENGINE'}"
